filename,ipa,allosaurus_eng2102_eng,ginic/full_dataset_train_3_wav2vec2-large-xlsr-53-buckeye-ipa,ctaguchi/wav2vec2-large-xlsr-japlmthufielta-ipa1000-ns,openai_whisper-large-v3-turbo_to_epitran,openai_whisper-medium.en_to_epitran
/complete/dr5/mrws1/si500.wav,ðɨɹɚmɔɹɑbviɨsnɪmfəmeɪɾ̃iæksɑnɛnipɹaɪvɪɾaɪsɪɹɨz,ðɛɹmɔɹɑbpiəsnɪntowmɛniæksɑnɛnipɹajvətajvsɪɹiz,ðɛɹ̩mɔɹɑbviɪsn̩ɛmfʌmɛniæksɑnɛnipɹaɪvɪɾaɪsɪɹis,ðehamoapviɛsninfamɛniaksɔnenipɾaviɖaːisiis,ðɛɹɑɹmɔɹɑbviəsnɪmfəmejniæksɑnɛnipɹajvətajsɪɹiz.,ðɛɹɑɹmɔɹɑbviəsnɪmfəmejniæksɑnɛnipɹajvətajsɪɹiz.
/complete/dr5/mrws1/sx410.wav,ɡɹɛgbaɪzfɹɛʃmɪlkitʃwikdeɪmɔɹnɨŋ,ɡɹɛɡbajzfɹɛʃmɪlkit͡ʃwɪkdejmɔɹnɪŋ,ɡɹɛɡbɑzfɹɛʃmɪlkitʃwikdeɪmɔɹnɪŋ,ɡwɛɡbaːzfwɛʂmɨo̞kʲiit͡ʃwiktɛimoːnyn,ɡɹɛɡbajzfɹɛʃmɪlkit͡ʃwikdejmɔɹnɪŋ.,ɡɹɛɡbajzfɹɛʃmɪlkit͡ʃwikdejmɔɹnɪŋ.
/complete/dr5/mrws1/sx230.wav,əlaʊliweɪɦiɹ̩bʌʔɹæʃn̩laɪzɔlɛɹɹ̩z,əlawliwejhɪɹbʌtɹæʃənəlajzɔlɛɹz,ʌlaʊliweɪhɪɹbʌʔɹæʃl̩aɪzɔlɛɹɹ̩s,ɒlæolliwehiøbørʋaːʂnolɑaːizɑoleoːs,"əlawliwejhɪɹ,bʌtɹæʃənəlajzɔlɛɹɹ̩z.","əlawliwejhɪɹ,bʌtɹæʃənəlajzɔlɛɹɹ̩z."
/complete/dr5/mrws1/sx320.wav,ðɨnɪɹɨsɪnɪgɑgmeɪnɑtbiwɪθɪnwɔkɨŋdɨstɨnts,ðənɪɹəstɪnəɡɑɡmejnɑtbiwɪðɪnwɔkɪŋdɪstəns,ðʌnɪɹʌssɛnɛɡɑɡmeɪnɑʔbiwʌθɪnwɔkɪŋdɪstʌns,tæniwɕsɯngaːkmejnaːpiwɨθenwäːkinde̞stɨns,ðənɪɹəstsɪnəɡɔɡmejnɑtbiwɪðɪnwɔkɪŋdɪstəns.,ðənɪɹəstsɪnəɡɔɡmejnɑtbiwɪðɪnwɔkɪŋdɪstəns.
/complete/dr5/mrws1/sa1.wav,ʃiɦædjɹ̩dɑɹksʉtɨngɹiziwɔʃwɔɾɹ̩ɔljɪɹ̩,ʃihædtjɔɹdɑɹksutɪnɡɹiziwɑt͡ʃwɔtɹ̩ɔljɪɹ,ʃihæddʒɹ̩dɑɹksutɪnɡɹeɪziwɔʃwɔɹɾɹ̩ɔljɪɹ,ʃihɛdydɑrksøydinɡwiziɡwɔʃfoːroɑojijø,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr5/mrws1/sa2.wav,doʊnæskmiɾɨkɛɹiɨnɔɪlɨɹæglaɪkðæt,dɑnɛsmitəkæɹiənojliɹæɡlajkðæt,doʊnæskmiɾɪkæɹiɛnoʊʌliɹæɡlaɪkðæʔ,dɒnæsmidɨkæninoːliwɛːkläikðaː,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr5/mrws1/sx50.wav,kæɾɨstɹɑfɨkikɨnɑmɨkʌtbæksnɨglɛkðəpɔɹ,kætəstɹɔfɪkikəŋɑnðəkʌtbæksnəɡlɛktəpʊɹ,kæɾʌstɹɑfɪkikʌnɑmʌkʔbæksn̩ʌɡlɛktðʌpoʊɹ,kɛrɛstrwaːfɨkʲɛikɨnamɛkkaʈbaksnɨɡlaɡtapow,kætəstɹɑfɪkɛkənɑmɪkkʌtbæksnəɡlɛktðəpʊɹ.,kætəstɹɑfɪkɛkənɑmɪkkʌtbæksnəɡlɛktðəpʊɹ.
/complete/dr5/mrws1/si1496.wav,ʔæftɹ̩ðætvaɪlɛnswəzɨgzʌltɨntlɨizɨ,æftɹ̩ðætvajələnswɑzɪɡzʌltəntlizi,æftɹ̩ðæʔvaɪlʌnswʊzɛɡzʌltʌntliizi,aftrdavaiwɔnswɨzɛɡzɔpɔntojiːzɨi,"æftɹ̩ðæt,vajələnswɑzɪɡzʌltəntliizi.","æftɹ̩ðæt,vajələnswɑzɪɡzʌltəntliizi."
/complete/dr5/mrws1/si1130.wav,ʃʊdHiɨksɛləɹeɪɾɪŋɡɹoʊθəvtɛknɑlədʒiðɛnwɔɹnʌs,ʃʊdðəæksɛlɹ̩ejtɪŋɡɹwθʌvtɛknɑləd͡ʒiðænwɔɹnʌs,ʃʊdðiɪksɛlʌɹeɪɾɪŋɡɹʌθʌftɛknɑlʌdʒiðɛnwɔɹnʌs,ɕɛdiɛksalɔvɛdinɡwɛwtɛftʂɛknawɔd͡ʑiːðe̞nwonasɯ,ʃʊdðəæksɛlɹ̩ejtɪŋɡɹowθʌvtɛknɑləd͡ʒiðɛnwɔɹnʌs,ʃʊdðəæksɛlɹ̩ejtɪŋɡɹowθʌvtɛknɑləd͡ʒiðɛnwɔɹnʌs?
/complete/dr5/mrws1/sx140.wav,ʔægɹ̩kʌltʃɚl̩pɹɑɾɨksɹ̩ʌnivɨnlidɪstɹɪbjʉɾɨd,æɡɹɪkʌlt͡ʃɹ̩əlpɹɑdəktsɑɹənivənlidɪstɹɪbjətəd,æɡɹ̩kʌltʃɹ̩ʌlpɹɑɾʌksɹ̩ʌnivʌnlidɪstɹɪbjɪɾɪd,ɛɡwɨkaw͡rɔwpwadɛksɔjaniːvɨnlɔidɔstʂɛbidɨd,æɡɹəkʌlt͡ʃɹ̩əlpɹɑdəktsɑɹənivənlidɪstɹɪbjətəd.,æɡɹəkʌlt͡ʃɹ̩əlpɹɑdəktsɑɹənivənlidɪstɹɪbjətəd.
/complete/dr5/mhmg0/si1365.wav,ʔɔɹɦaʊɾəwiɪnɹɪtʃɑɹɔɹɛɾifaɪnmɛɹɨdʒ,ɔɹhawduwiɪnɹɪt͡ʃawɹ̩ɔlɹɛdifajnmɛɹɪd͡ʒ,ɔɹhɑɾʌwiɛnɹɪtʃɑɹɔɹɛɾifɑnmɛɹɛdʒ,ɔharwujønrɨt͡ʃɒːɔvɛɖifaːnmerɛd͡ʒ,ɔɹhawduwiɛnɹɪt͡ʃawɹ̩ɔlɹɛdifajnmɛɹɪd͡ʒ?,ɔɹhawduwiɛnɹɪt͡ʃawɹ̩ɔlɹɛdifajnmɛɹɪd͡ʒ?
/complete/dr5/mhmg0/sx375.wav,ɡɹoʊiŋwɛlkɛpɡɑɹdn̩zɨzvɹ̩itaɪmkəntsumɨŋ,ɡɹowɪŋwɛlkɛptɡɑɹdənzɪzvɛɹitajmkənsumɪŋ,ɡɹoʊŋwɛlkɛptɡɑɹdn̩zʌzvɛɹitɑmkʌnsʌmɪŋ,ɡwɔwiwɛɔkɛbɡaɾnt͡søsveitaːɛmknt͡soːmɛɲ,ɡɹowɪŋwɛl-kɛptɡɑɹdənzɪzvɛɹitajmkənsumɪŋ.,ɡɹowɪŋwɛl-kɛptɡɑɹdənzɪzvɛɹitajm-kənsumɪŋ.
/complete/dr5/mhmg0/si1995.wav,hibluɪznoʊzɛkspɹ̩ʔlibɨtwinɨsfɪŋgɚs,hibluɪznawzɛkspɹ̩ətlibɪtwinhɪzfɪŋɡɹ̩z,hibluɪznʌzɛkspɹ̩ʔlibɪtwinɪzfɪŋɡɹ̩z,heibluwɨznazɛkspɔloɔibɨt͡ʂwɔɲnɨsfaŋɡjrs,hibluhɪznowzɛkspɹ̩tlibɪtwinhɪzfɪŋɡɹ̩z.,hibluhɪznowzɛkspɹ̩tlibɪtwinhɪzfɪŋɡɹ̩z.
/complete/dr5/mhmg0/sa2.wav,doʊnæsmiɾɨkɪɹiɨɾ̃ɔɪliɹæglaɪkðæt,dɑntæskmitəkæɹiɪnoɔliɹæɡlajkðæt,doʊɾ̃æskmiɾɪkɛɹiɛɾ̃ʌʌliɹæɡlaɪkðæʔ,däo̞nääswmɨiɾɯkeɯn'jɑno̞ɾlujwäːläːiktæ,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr5/mhmg0/sa1.wav,ʃiɦædʒɚdɑɹksʉtʔɨŋgɹiziwɑʃwɔɾɚɔljɪɚ,ʃihædjɔɹdɑɹkfudɪnɡɹiziwɑʃwɔtɹ̩ɔljɪɹ,ʃihædʒjɹ̩dɑɹksuɾɛŋɡɹeɪziwɑʃwɔɾɹ̩ɔljɪɹ,ʃihɛd͡ʑydɑːksøːrje̞nɡvriziwäːʃwɔrːɑːjiː,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr5/mhmg0/sx195.wav,wʊdʒʉəlaʊæksəvaɪlɨns,wʊdjuəlawæksɪdvajələns,wʊdʒuʌlaʊæksʌvɑlʌns,wɯd͡ʑio̞laɔjaksɒvaːmɒs,wʊdjuəlawæktsʌvvajələns,wʊdjuəlawæktsʌvvajələns?
/complete/dr5/mhmg0/sx285.wav,ɹɪtʃpɹ̩tʃɨsɛvɚlsaɪndlɪθəgɹæfs,ɹɪt͡ʃpɹ̩t͡ʃəsɛvɹəlsajndlɪðəɡɹæs,ɹɪtʃpɹ̩tʃɪssɛvɹʌlsɑndlʊθʌɡɹæfs,rɨt͡ʃpɔrt͡ʃøssɛvrɔsaːndlutɒɡoaːfs,ɹɪt͡ʃpɹ̩t͡ʃəstsɛvɹəlsajndlɪθəɡɹæfs.,ɹɪt͡ʃpɹ̩t͡ʃəstsɛvɹəlsajndlɪθəɡɹæfs.
/complete/dr5/mhmg0/sx105.wav,jɨmʌstɨksplɪsɨʔlidəlitfɑls,jumʌstɪksplɪsətlitɪljtvælz,jumʌstɪksplʌsʌʔlidʌlitfɑls,imäɕte̞kspwɨsɨo̞ido̞go̞idvaːːs,jumʌstɪksplɪsətlidɪlitfajlz.,jumʌstɪksplɪsətlidɪlitfajlz.
/complete/dr5/mhmg0/si735.wav,fɔɹoʊstʔɪnsɹ̩tmitHəmɑmətɚdaɪægnəlisoʊɨtdʌznɑʔɹɛstɔnboʊn,fɔɹowstɪnsɹ̩tmitðəmɑmətɹ̩dajæɡnətlisowɪtdowznɑtɹɛstoɑnbown,fɔɹɹoʊstɛnsɹ̩ɹʔmitðʌmɑmʌtɹ̩daɪæɡnʌlisoʊʌʔdʌznɑʔɹɛstɑnboʊn,forɑustensoɾmiitːɛmaːmrødaaːɡnɛlaisɑwdɑznaːrɛstɔnbɑ,"fɔɹɹowst,ɪnsɹ̩ɹtmitθɹ̩mɑmətɹ̩dajæɡənəlisowɪtdowznɑtɹɛstɑnbown.","fɔɹɹowst,ɪnsɹ̩ɹtmitθɹ̩mɑmətɹ̩dajæɡənəlisowɪtdowznɑtɹɛstɑnbown."
/complete/dr5/mhmg0/sx15.wav,mjʉziəmhaɪɚzmjʉzɪʃɨnzɛvɹiivnɨŋ,əmjuzijmhɑɹzmjuzɪʃənzajɹ̩ivnɪŋ,ðʌmjuzæʌmhɑɹ̩zmjuzɪʃɛnzɛvɹiivnɪŋ,ɨmjuzɨɔmhaːrzmjuːzøɕɛnt͡sɛrvɨjiivnɛjɲ,ðəmjuziəmhajɹ̩zmjuzɪʃənzɛvɹ̩iivnɪŋ.,ðəmjuziəmhajɹ̩zmjuzɪʃənzɛvɹ̩iivnɪŋ.
/complete/dr5/mahh0/si1924.wav,ɡɛɾɪŋðɨbɔsɹæɾl̩sneɪktʊhɛlpjʉ,ɡɛtɪŋðəbæθɹæləlfmejktəhɛlpju,ɡɛɾɪŋðʌbɔsɹæɾl̩smeɪktʌhɛlpju,geriɲdebaːsralosɯneiktøhepjy,ɡɛtɪŋðəbɑsɹætəlsnejktəhɛlpju,ɡɛtɪŋðəbɑsɹætəlsnejktəhɛlpju.
/complete/dr5/mahh0/sx214.wav,ðʌmɔnɪŋduɔnðɨspaɪɾɚwɛbɡlɪsɨndɨʔɪnðəsʌn,ðəmɔɹnɪŋduɑnðɪspajtʌwɛɡlɪsəndɪnðəsʌn,ðʌmɔnɪŋduɔnðʌspaɪɾʌwɪbɡlɪsʌndɪnðʌsʌn,tɒmɔːninduondæspaːjraoaklesundindusaːn,ðəmɔɹnɪŋduɑnðəspajdɹ̩wɛbɡlɪsəndɪnðəsʌn.,ðəmɔɹnɪŋduɑnðəspajdɹ̩wɛbɡlɪsəndɪnðəsʌn.
/complete/dr5/mahh0/sx394.wav,kælsiəmeɪksboʊnzʔɨntiʃstɹɔŋ,kælsiʌvmejksbɛlzændtistɹwŋ,kælsiʌmeɪksboʊnzɛntifstʃɹɔŋ,kæsijemmeiksbɛnzentifstrɔ,kælsiəmmejksbownzændtiθstɹɔŋ.,kælsiəmmejksbownzændtiθstɹɔŋ.
/complete/dr5/mahh0/sa2.wav,doʊntəʔæsmitɨkɛɹiɛnʔɔliɹæglaɪkðæt,dɑntæskmitəkæɹiænɔliɹæɡlajkðæt,doʊntæsmitɪkɛɹiɛnɔliɹæɡlaɪkðæʔ,dɒondæsmitukejenolireːɡlaitðe,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr5/mahh0/sx304.wav,tʃipstɑkɨnzɹʌnðəfɹ̩staɪmðɛɹwɔɹn,t͡ʃipstɑkənzɹʌnðəfɹ̩stajmðejɑɹwɔɹn,tʃipsdɑkɪndzɹʌnðʌfɹ̩staɪmðɛɹwɔɹn,t͡ʃipstaːkent͡suranduførstaːmðejowoːn,t͡ʃipstɑkɪŋzɹʌnðəfɹ̩sttajmðejɹ̩wɔɹn.,t͡ʃipstɑkɪŋzɹʌnðəfɹ̩sttajmðejɑɹwɔɹn.
/complete/dr5/mahh0/si664.wav,lʊkætðɨθɪŋzwidutuɨkskeɪpɑɹfɪɚzɛntəfɚgɛɾɑɹwɹ̩ɨz,lʊkætðəθɪŋzwidutəkskejpawɹ̩fɪɹzændtəfɹ̩ɡɛtawɹ̩wɹ̩z,lʊkætðʌθɪŋzwidutʊɪkskeɪpɑɹfiɹzɛntufɪɡɛɾɑɹwɹ̩z,lokeːtːɛtøiŋɡzwiiduːt͡suekskeipaːfiːjozajent͡rufɨgeːraːoris,lʊkætðəθɪŋzwidutəɪskejpawɹ̩fɪɹzændtəfɹ̩ɡɛtawɹ̩wɹ̩iz.,lʊkætðəθɪŋzwidutəɪskejpawɹ̩fɪɹzændtəfɹ̩ɡɛtawɹ̩wɹ̩iz.
/complete/dr5/mahh0/si1294.wav,ɪfjuʔɑɹʔəlaɪftɛɾ̃ɪntjʉdɨdʌkʔəlaʊbl̩dɨpɹiʃieɪʃɨnʔændɨpliʃn̩,ɪfjuɑɹəlæstɛnəntjudɪdʌkəlawɹəbəldɪpɹiʃiejʃənændɪpəlisəd,ɪfjuɑɹʌlɑftɛnɛʔjudɪdʌkttɑlaʊbl̩dɪpɹiʃieɪʃɪnændɪplisɪd,jefjuːaːɻalaːvtɛnenjuudydːɛkdalaobodepːɻiʂieisinendɨplisi,"ɪfjuɑɹəlajftɛnənt,judɪdʌktəlawəbəldɪpɹiʃiejʃənænddɪpliʃən.","ɪfjuɑɹəlajftɛnənt,judɪdʌktəlawəbəldɪpɹiʃiejʃənænddɪpliʃən."
/complete/dr5/mahh0/sx34.wav,doʊntdʉtʃɑlizdɹ̩ɾidɪʃɨz,doɑntdut͡ʃjlizdɹ̩tidɪʃəz,doʊʔdutʃɹɑlizdɹ̩ɾidɪʃɪs,dɑwntyt͡ʃaːluizdøɖideːʂes,dɑntdut͡ʃɑɹlizdɹ̩tidɪʃəz.,dɑntdut͡ʃɑɹlizdɹ̩tidɪʃəz.
/complete/dr5/mahh0/sx124.wav,ʔɑbdʒɨksmeɪdʔʌvpjʉɾɚʔɑbjʉɾəfl̩,ɑbd͡ʒɛktsmejdʌvpjutɹ̩ʌbjutəfəl,ɑbdʒɛktsmeɪdʌvpjuɾɹ̩ʌbjuɾʌfl̩,aːbd͡ʑɛksmejiɾɒvpiɾeɾabuɾufo,ɑbd͡ʒɛktsmejdʌvpjutɹ̩ɑɹbjutəfəl.,ɑbd͡ʒɛktsmejdʌvpjutɹ̩ɑɹbjutəfəl.
/complete/dr5/mahh0/sa1.wav,ʃiɦædjɚdɑksʉtʔɪŋgɹisiwɑʃwɔɾəʔɔljɪɚ,ʃihædjɔɹdʌksuɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ,ʃihædjɹ̩dɑksɪŋɡɹisiwɑʃwɔɾʌoʊjiɹ,ʃiːhæːdjødːaːksujengwisiwaːʃworaɑojiːɾ,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutɪnɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr5/mbgt0/si1841.wav,ʃə̥faʊnɦɹ̩sɛlfʔeɪbl̩təsɪŋɪniɹoʊlɛɾ̃ɪɾ̃isɔŋwɨtʃtɹʌkɚfæntsi,ʃifawndhɹ̩sɛlfejbəltəsɪŋɛniɹowlændɛnisɔŋwɪt͡ʃsdɹʌkhɹ̩fænsi,ʃifaʊndhɹ̩sɛlfeɪbl̩tʊsɪŋɛɾ̃iɹoʊlɛɾ̃ɛnisɔŋwʊtʃʃtʃɹʌkhɹ̩fænsi,ɕifanhøɾsæwbeibo̞tuse̞ɲeniwoːe̞nenisɔnwɨtʂ͡ɨaːkrfat͡si,ʃifawndhɹ̩sɛlfejbəltəsɪŋɛniɹowlændɛnisɔŋwɪt͡ʃstɹʌkhɹ̩fænsi.,ʃifawndhɹ̩sɛlfejbəltəsɪŋɛniɹowlændɛnisɔŋwɪt͡ʃstɹʌkhɹ̩fænsi.
/complete/dr5/mbgt0/sa2.wav,doʊɾ̃æskmiɾɨkɪɹiɨnʔɔɪliɹæglaɪkðæt,dɑntiæskmitəkæɹiɪnoɔɹliɹæɡlajkðæt,doʊɾ̃æskmiɾɪkɛɹiɛnɔɹliɹæɡlaɪkðæʔ,dolnaːsmiːdukevienolivæːglɑitæː,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.,dɑntæskmitəkæɹiænojliɹæɡlajkðæt.
/complete/dr5/mbgt0/si711.wav,nʉkliɚɹɑkɨtskɪndɨstɹɔɪʔɛɹfildzwɨðis,nukliəɹɑkətskændɪstɹojɛɹfildzwɪðiz,nukliʌɹɑkɪtskɛndɪʃtʃɹɔɪɛɹfildswɪððiz,nyklujoväːketskeːndøstrowaeːfɨɔt͡swɨðiz,nukliɹ̩ɹɑkətskændɪstɹojɛɹfildzwɪðiz.,nukliɹ̩ɹɑkətskændɪstɹojɛɹfildzwɪðiz.
/complete/dr5/mbgt0/sx261.wav,dʉjʉɦævðɨjɛloʊʔɔɪnmɪntɹɛɾi,dujuhævðəjɛlowojməntɹɛdi,dɪjuhævðijɛloʊɔɪmmɛʔɹɛɾi,dujyhaːvðujɑlooimmenrædi,dujuhævðəjɛlowojntməntɹɛdi?,dujuhævðəjɛlowojntməntɹɛdi?
/complete/dr5/mbgt0/sx171.wav,ðədaɪgnoʊsɨswəzdə̥skɹ̩ɨdʒɨŋhaʊɛvɚhiwəznɑʔoʊvɚliwɹ̩id,ðədajəɡnowsəswɑzdɪskɹ̩ɪd͡ʒɪŋhawɛvɹ̩hiwɑznɑtowliwɹ̩id,ðʌdɑɡnoʊsʊswʌzdɪskɹ̩ɪdʒɪŋhaʊɛvɹ̩hiwʌznɑʔoʊvɹ̩liwɹ̩id,ðɔdaːɡnɔsɨswɔztuskɛrd͡ʑiɲhæwɛvɒhiwɔznaːɾovliworid,"ðədajəɡnowsəswɑzdɪskɹ̩əd͡ʒɪŋ,hawɛvɹ̩,hiwɑznɑtowvɹ̩liwɹ̩id.","ðədajəɡnowsəswɑzdɪskɹ̩əd͡ʒɪŋ,hawɛvɹ̩,hiwɑznɑtowvɹ̩liwɹ̩id."
/complete/dr5/mbgt0/sx441.wav,doʊnʔlʊkfɚgɹʉpvæjɨbl̩sɨnɨbæŋkvɔlt,downtlʊkfɔɹɡɹupvæljəbəlzɪnəbæŋkfɔlt,doʊʔlʊkfɹ̩ɡɹuʔvaɪjʌbl̩sɪnʌbæŋkfɔltn̩,doloɡfɔɡyvæːjbosenɒbeŋkfɑː,dɑntlʊkfɔɹɡɹupvæljəbəlzɪnəbæŋkvɔlt.,dɑntlʊkfɔɹɡɹupvæljəbəlzɪnəbæŋkvɔlt.
/complete/dr5/mbgt0/sx81.wav,ɪtsɪmpɑsbl̩tədilwəðbjɹ̩ɑkɚsi,ɪtɛsɪmpɑsəbəltədilwɪðɪɹɑkɹəsi,ɪtsɪmpɑsbl̩tʌdilwʌðbjɹ̩ɹ̩ɑkɹɹ̩si,etsynpaːsboːtudiwɯθbioaːkøɾsei,ɪtsɪmpɑsəbəltədilwɪðbjʊɹɑkɹəsi.,ɪtsɪmpɑsəbəltədilwɪðbjʊɹɑkɹəsi.
/complete/dr5/mbgt0/si1341.wav,mɑɹksmɨnʃɪpɪgzæmpl̩,mɑɹkt͡ʃmənʃɪpɪɡzæmpəl,mɑɹksmn̩ʃɪpɪɡzæmpl̩,mɒkʂmɨnɕibɨɡzampo,mɑɹksmənʃɪpɪɡzæmpəl.,mɑɹksmənʃɪpɪɡzæmpəl.
/complete/dr5/mbgt0/sa1.wav,ʃiɦædʒɹ̩dɑɹksʉtɨŋgɹisiwɔʃwʌɾɚʔɔljɪɚ,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ,ʃihæddʒɹ̩dɑɹksuɾɪŋɡɹisiwɔʃwɔɾɹ̩ɔljɪɹ,ɕihæd͡ʑydɑːksuːdinkwisiwaːʂworɯɔːjiː,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.,ʃihædjɔɹdɑɹksutændɡɹisiwɑʃwɔtɹ̩ɔljɪɹ.
/complete/dr5/mbgt0/sx351.wav,ðɨnʉsɚbɹ̩bɚnaɪtswɹ̩kthɑɹdɔnɹifɹ̩ɹɨʃɪŋðɛɹʔoʊlɾɚhoʊm,ðənusɹ̩mɹ̩bənajtswɹ̩kthɑɹdɑnɹəfɹ̩vɪsɪŋðɛɹowldɹ̩howm,ðʌnusʌbɹ̩bʌnaɪtswɹ̩kthɑɹdɑnɹɪfɹ̩vɪʃɪŋðɛɹoʊlɾɹ̩hoʊm,ðɑnyːsøbøbnaːiswoigdhaːnɔnwɨifbɨʂiŋðɛɾowrrhom,ðənusəbɹ̩bənajtswɹ̩kthɑɹdɑnɹifɹ̩bɪʃɪŋðɛɹowldɹ̩howm.,ðənusəbɹ̩bənajtswɹ̩kthɑɹdɑnɹifɹ̩bɪʃɪŋðɛɹowldɹ̩howm.
/complete/dr5/flmk0/sx225.wav,kipθɪθəmɑmɨɾɹ̩ʔʌndɹɨjɚtʌŋg,kipðɪsəmɑmətɹ̩ʌndɹ̩jɔɹtʌŋ,kipsɪsʌmɑmʌɾɹ̩ʌndɹ̩jɹ̩tʌŋ,kipsɛstɛmawmrɔɛndʐɨjutaːn,kipðəθɹ̩mɑmətɹ̩ʌndɹ̩jɔɹtʌŋ.,kipðəθɹ̩mɑmətɹ̩ʌndɹ̩jɔɹtʌŋ.
/complete/dr5/flmk0/sx135.wav,tɛknɨkl̩ɹɑdɹ̩zkɪnəbɹivjeɪʔn̩bɪvliɑgɚfɹis,tɛknɪkəlɹɑdɹ̩zkænəbɹiɡejtændɪdliɑɡɹəfɹiz,tɛknʌkʌɹɑɾɹ̩skænʌbɹivieɪʔn̩bɪbliɑɡɹʌfis,t͡ɕakniko̞ːvaːrɛskɛnbuivjɛjbɨdlijaːɡɔfejs,tɛknɪkəlɹajtɹ̩zkænəbɹiviejtɪnbɪbliɑɡɹəfiz.,tɛknɪkəlɹajtɹ̩zkænəbɹiviejtbɪbliɑɡɹəfiz.
/complete/dr5/flmk0/si1229.wav,ʔɨtsfɪɹɪzɛɾʌvɹoʊl̩kɔɹtsdaɪnæstɨkwɔɹl̩zɛnvɑltɨŋæmbɪʃɨns,ɪtsfɪɹzðætʌvwɹ̩lkwɔɹtsdajnæstɹ̩kwɔəlzɪndvɔltɪŋæmbɪʃənz,ɪtsfɪɹzzæɾʌvwʌlkɹsdaɪnæstɪkwɔɹlzʌnvɑltɪŋæmbɪʃʌns,et͡sfirzaravuɔkwɔɾstanjast͡ʂɛkhuɔzɛmvɔltiɲɛmbeʂns,"ɪtsfɪɹɪzðætʌvɹojəlkɔɹts,dajnæstɪkkwɔɹəlz,ændvɔltɪŋæmbɪʃənz.","ɪtsfɪɹɪzðætʌvɹojəlkwɔɹts,dajnæstɪkkɔɹəlzændvɔltɪŋæmbɪʃənz."
/complete/dr5/flmk0/sx405.wav,ʔʌvkɔɹʃɨkɨnɦævənʌðətʉnɨfɨʃsæmwɨtʃ,ʌvkɔɹsjikænhævənʌðɹ̩tunəsɪsænwɪt͡ʃ,ʌfkɔɹʃʃɪkɪnhævʌnʌðɪtunʌfɪʃsæmwɪdʒ,ɔfkoɾɕikinxavnadɨt͡ʂɯnɨfɨʂsɛjɛmwɨt͡ɕ,ʌvkɔɹsʃikænhævənʌðɹ̩tunəfɪʃsændwɪt͡ʃ.,ʌvkɔɹsjukænhævənʌðɹ̩tunəfɪʃsændwɪt͡ʃ.
/complete/dr5/flmk0/sa2.wav,doʊnʔæskmɨɾɨkɛɹiɨnʔɔɹlɨɹæglaɪkðæʔ,dɑntæskmitəkæɹiænɔɹliɹæɡlajkðæt,doʊnæskmiɾɪkɛɹiɛnɔɹliɹæɡlaɪkðæʔ,dɛønäːsmiɾɨkɛjenollo̞jɻaːɡɔikʋaː,dɑntæskmitəkæɹiænɔɹliɹæɡlajkðæt.,dɑntæskmitəkæɹiænɔɹliɹæɡlajkðæt.
/complete/dr5/flmk0/sx45.wav,ʔɨdɪʃn̩ɛnsəbtɹækʃn̩ɚlɹ̩ndskɪlz,ədɪʃənændsəbtɹækʃənɹ̩ɹlɹ̩ndskejlz,ɛdɪʃnɛnsbtʃɹækʃn̩ɑɹlɹ̩ndskɪls,dɨʂɨnɛnsubt͡raːkɕinɔlɔnd͡ʑskɛɔs,ədɪʃənændsəbtɹækʃənɑɹlɹ̩ndskɪlz.,ədɪʃənændsəbtɹækʃənɑɹlɹ̩ndskɪlz.
/complete/dr5/flmk0/si1035.wav,wɨθɨwɹ̩lɪŋdʒʌmpʔɨkəgɪtʔɨntɨgiɚ,wɪðəwɹ̩lɪŋd͡ʒʌmpɪtkʊdɡɛtɪntuɡɪɹ,wɪθðʌwɹ̩lɪŋdʒʌmpɪkʊdɡɛtɪntɪɡiɹ,wɨt̪ɔuɻawajɲd͡ʑaːmpekɯgere̞nt͡sɔɡia,wɪðəwɹ̩lɪŋd͡ʒʌmpɪtkʊdɡɛtɪntuɡɪɹ.,"wɪððəwɹ̩lɪŋd͡ʒʌmp,ɪtkʊdɡɛtɪntuɡɪɹ."
